id,identifikator,kategorie,koordinaten,webseite,funktion,name,adresse,postleitzahl,stadtviertel,oeffnungszeiten,rollstuhlgerechtigkeit,rollstuhlbeschreibung,old_identifikator,fakten
606,"Engler-Bunte-Institut, Bereich I, Chemische Energieträger - Brennstofftechnologie (EBI-CEB)",Institut,"['49.01400', '8.41489']",https://ceb.ebi.kit.edu,,Engler-Bunte-Institut (EBI),Engler-Bunte-Ring 1a,76131.0,Innenstadt-Ost,,,,"Engler-Bunte-Institut, Bereich I, Chemische Energieträger - Brennstofftechnologie (EBI-CEB)",
607,Institut für Angewandte Biowissenschaften (IAB),Institut,"['49.01569', '8.41946']",https://www.iab.kit.edu/,,,Adenauerring 20a,76131.0,Oststadt,,,,"Angewandte Biowissenschaften (IAB), Institut für",
609,Institut für Technikzukünfte - Geschichte,Institut,"['49.00948', '8.39327']",https://www.geschichte.kit.edu/,Kommerziell,,Kaiserstraße 223,76133.0,Innenstadt-West,,,,"Technikzukünfte - Geschichte, Institut für",
610,Institut für Astroteilchenphysik (IAP),Institut,"['49.09435', '8.43073']",https://www.iap.kit.edu,,,Karlsruher Allee 401,76344.0,Leopoldshafen,,,,"Astroteilchenphysik (IAP), Institut für",
611,Telecooperation Office (TecO),Institut,"['49.01304', '8.42419']",,,TECO,Vincenz-Prießnitz-Straße 1,76131.0,Oststadt,,yes,Aufzug vorhanden,Telecooperation Office (TecO),
612,Institut für Automation und Angewandte Informatik (IAI),Institut,"['49.09589', '8.43363']",https://www.iai.kit.edu/index.php,Forschungsinstitut,,"Campus Nord, Leopoldstraße",76131.0,Neureut,,,,"Automation und Angewandte Informatik (IAI), Institut für",
613,Institut für Informationsmanagement im Ingenieurwesen (IMI),Institut,"['49.01242', '8.40811']",https://www.imi.kit.edu/,,Kollegiengebäude am Zirkel,Zirkel 2,76131.0,Innenstadt-Ost,,,,"Informationsmanagement im Ingenieurwesen (IMI) , Institut für",
614,Institut für Thermische Energietechnik und Sicherheit (ITES),Institut,"['49.09354', '8.43506']",https://www.iket.kit.edu,Service,,Karlsruher Allee,76344.0,Leopoldshafen,,,,"Thermische Energietechnik und Sicherheit (ITES), Institut für",
615,Interfakultatives Institut für Anwendungen der Informatik,Institut,"['49.01293', '8.41110']",https://www.iiai.kit.edu/,,Physik-Hochhaus,Wolfgang-Gaede-Straße 1,76131.0,Innenstadt-Ost,,limited,,Interfakultatives Institut für Anwendungen der Informatik,
616,Institut für Nachrichtentechnik,Institut,"['49.02041', '8.36768']",https://www.cel.kit.edu,,Westhochschule,Hertzstraße 16,76187.0,Nordweststadt,,,,"Nachrichtentechnik , Institut für",
617,Institut für Hochleistungsimpuls- und Mikrowellentechnik (IHM),Institut,"['49.09505', '8.43078']",https://www.ihm.kit.edu,Parkplatz,,Leopoldshafener Allee,76344.0,Leopoldshafen,,,,"Hochleistungsimpuls- und Mikrowellentechnik (IHM), Institut für",
618,Studium Generale. Forum Wissenschaft und Gesellschaft (FORUM),Institut,"['49.01141', '8.41870']",https://www.forum.kit.edu/index.php,,InformatiKOM 1,Adenauerring 12,76131.0,Oststadt,Mo-Fr 09:00-19:00; Mo-Su 07:00-22:00 with KIT-Card,,,Studium Generale. Forum Wissenschaft und Gesellschaft (FORUM),
619,"Versuchsanstalt für Stahl, Holz und Steine",Institut,"['49.00986', '8.41629']",https://stahl.vaka.kit.edu,Denkmal,Ernst Gaber,Otto-Ammann-Platz 7,76131.0,Innenstadt-Ost,,,,"Versuchsanstalt für Stahl, Holz und Steine",
620,Institut für Telematik (ITM),Institut,"['49.01213', '8.40812']",https://telematics.tm.kit.edu,,Kollegiengebäude am Zirkel,Zirkel 2,76131.0,Innenstadt-Ost,,,,"Telematik (ITM), Institut für",
621,Institut für Technische Chemie (ITC),Institut,"['49.09414', '8.43161']",https://www.itc.kit.edu,,,Karlsruher Allee 402,76344.0,Leopoldshafen,,,,"Technische Chemie (ITC), Institut für",
622,Institut für Katalyseforschung und -Technologie (IKFT),Institut,"['49.10259', '8.43291']",https://www.ikft.kit.edu/,,,,,,,,,"Katalyseforschung und -Technologie (IKFT), Institut für",
623,Institut für Volkswirtschaftslehre,Institut,"['49.00897', '8.41109']",https://www.econ.kit.edu/,Apartments,,Waldhornstraße 25,76131.0,Innenstadt-Ost,,,,"Volkswirtschaftslehre, Institut für",
625,Institut für Mess- und Regelungstechnik MRT,Institut,"['49.01453', '8.41733']",https://www.mrt.kit.edu/,,"Tech.Thermodyn.u.Kältetechn./ Mess-u.Regelungstechn., Institutsgeb.",Engler-Bunte-Ring 21,76131.0,Innenstadt-Ost,,,,"Mess- und Regelungstechnik MRT, Institut für",
626,Institut für Industrielle Informationstechnik,Institut,"['49.02179', '8.36620']",https://www.iiit.kit.edu,,Institut für Industrielle Informationstechnik (IIIT),Hertzstraße 16,76187.0,Nordweststadt,,no,,"Industrielle Informationstechnik, Institut für",
628,Institut für Geographie und Geoökologie,Institut,"['49.00951', '8.41695']",https://www.ifgg.kit.edu/,,Bauingenieurshochhaus,Reinhard-Baumeister-Platz 1,76131.0,Innenstadt-Ost,,yes,,"Geographie und Geoökologie, Institut für",
629,Physikalisches Institut (PI),Institut,"['49.01293', '8.41110']",https://www.phi.kit.edu,,Physik-Hochhaus,Wolfgang-Gaede-Straße 1,76131.0,Innenstadt-Ost,,limited,,Physikalisches Institut (PI),
630,Institut für Angewandte Geowissenschaften,Institut,"['49.01547', '8.42037']",https://www.agw.kit.edu,,Forschungszentrum Umwelt,Adenauerring 20b,76131.0,Oststadt,"Mo-Fr 07:00-18:00; Sa,Su,PH off",,,"Angewandte Geowissenschaften, Institut für",
632,"Engler-Bunte-Institut, Bereich Wasserchemie",Institut,"['49.01400', '8.41489']",https://wasserchemie.ebi.kit.edu,,Engler-Bunte-Institut (EBI),Engler-Bunte-Ring 1a,76131.0,Innenstadt-Ost,,,,"Engler-Bunte-Institut, Bereich Wasserchemie",
633,Institut für Mikro- und Nanoelektronische Systeme (IMS),Institut,"['49.02129', '8.36819']",https://www.ims.kit.edu,,,Hertzstraße 16,76187.0,Nordweststadt,,,,"Mikro- und Nanoelektronische Systeme (IMS), Institut für",
637,Institut für Angewandte und Numerische Mathematik,Institut,"['49.01104', '8.40903']",https://www.math.kit.edu/ianm,Kunstwerk,Familie von fünf halben Kugeln,Englerstraße 2,76131.0,Innenstadt-Ost,,,,"Angewandte und Numerische Mathematik, Institut für",
638,Institut für Mechanik,Institut,"['49.00958', '8.41548']",https://www.ifm.kit.edu,,,Otto-Ammann-Platz 9,76131.0,Innenstadt-Ost,,,,"Mechanik, Institut für",
639,Zentrum für Angewandte Rechtswissenschaft (ZAR),Institut,"['49.01386', '8.42415']",https://www.zar.kit.edu/,,,Vincenz-Prießnitz-Straße 3,76131.0,Oststadt,,,,Zentrum für Angewandte Rechtswissenschaft (ZAR),
640,Institut für Massivbau und Baustofftechnologie,Institut,"['49.01413', '8.42077']",https://www.imb.kit.edu,,Kollegiengebäude Bauingenieurwesen III,Gotthard-Franz-Straße 3,76131.0,Oststadt,,yes,Aufzug vorhanden,"Massivbau und Baustofftechnologie, Institut für",
641,Institut für Neutronenphysik und Reaktortechnik,Institut,"['49.09846', '8.43076']",https://www.inr.kit.edu,Forschungsinstitut,,"Campus Nord, Leopoldstraße",76131.0,Neureut,,,,"Neutronenphysik und Reaktortechnik, Institut für",
642,Institut für Organische Chemie,Institut,"['49.01296', '8.41423']",https://www.ioc.kit.edu/,,Organische Chemie,Fritz-Haber-Weg 6,76131.0,Innenstadt-Ost,,,,"Organische Chemie, Institut für",
643,Institut für Angewandte Thermofluidik (IATF),Institut,"['49.01386', '8.42415']",https://www.iatf.kit.edu/,,,Vincenz-Prießnitz-Straße 3,76131.0,Oststadt,,,,"Angewandte Thermofluidik (IATF), Institut für",
644,Institut für Nukleare Entsorgung (INE),Institut,"['49.10143', '8.42875']",https://www.ine.kit.edu,,,"Linkenheimer Straße, Kerntechnische Entsorgung Karlsruhe GmbH",76344.0,Leopoldshafen,,,,"Nukleare Entsorgung (INE), Institut für",
645,Institut für Theoretische Teilchenphysik (TTP),Institut,"['49.01293', '8.41110']",https://www.ttp.kit.edu/,,Physik-Hochhaus,Wolfgang-Gaede-Straße 1,76131.0,Innenstadt-Ost,,limited,,"Theoretische Teilchenphysik (TTP), Institut für",
646,"Institut für Theoretische Informatik, Arbeitsgruppe Kryptographie und Sicherheit (IKS)",Institut,"['49.01389', '8.41951']",https://crypto.iti.kit.edu/?id=iti-crypto&L=0,,Informatikbau,Am Fasanengarten 5,76131.0,Oststadt,"Mo-Fr 07:00-22:30; Sa 07:00-15:00; Su,PH off",yes,,"Theoretische Informatik, Arbeitsgruppe Kryptographie und Sicherheit (IKS), Institut für",
647,Institut für Arbeitswissenschaft und Betriebsorganisation (ifab),Institut,"['49.01468', '8.41574']",https://www.ifab.kit.edu/,,,Engler-Bunte-Ring 4,76131.0,Innenstadt-Ost,,,,Institut für Arbeitswissenschaft und Betriebsorganisation (ifab),
648,Institut für Theoretische Physik (TP),Institut,"['49.01293', '8.42907']",https://www.itp.kit.edu/index.de.shtml,Einzelhandel,,Haid-und-Neu-Straße 30a,76131.0,Oststadt,,,,"Theoretische Physik (TP), Institut für",
649,Institut für Festkörperphysik,Institut,"['49.09462', '8.43306']",https://www.ifp.kit.edu/,,,Karlsruher Allee 425,76344.0,Leopoldshafen,,,,"Festkörperphysik, Institut für",
650,Zoologisches Institut,Institut,"['49.01237', '8.41451']",https://www.zoo.kit.edu,,Chemie-Turm I,Fritz-Haber-Weg 4,76131.0,Innenstadt-Ost,,,,Zoologisches Institut,
651,Institut für Chemische Verfahrenstechnik (CVT),Institut,"['49.01187', '8.41442']",,,Chemie-Turm II,Fritz-Haber-Weg 2,76131.0,Innenstadt-Ost,,,,"Chemische Verfahrenstechnik (CVT), Institut für",
652,Institut für Stochastik,Institut,"['49.01105', '8.40903']",https://www.math.kit.edu/stoch/de,Kunstwerk,Familie von fünf halben Kugeln,Englerstraße 2,76131.0,Innenstadt-Ost,,,,"Stochastik, Institut für",
653,Institut für Prozessdatenverarbeitung und Elektronik (IPE),Institut,"['49.09237', '8.43075']",https://www.ipe.kit.edu/,Service,,Neureuter Straße,76344.0,Leopoldshafen,,,,"Prozessdatenverarbeitung und Elektronik (IPE), Institut für",
654,Institut für Photogrammetrie und Fernerkundung (IPF),Institut,"['49.01111', '8.41109']",https://www.ipf.kit.edu/,,Architektur,Englerstraße 7,76131.0,Innenstadt-Ost,,yes,Rollstuhlrampe auf der Rückseite des Gebäudes. Aufzug befindet sich links. Behindertengerechten Toiletteim UG nähe Rampe,"Photogrammetrie und Fernerkundung (IPF), Institut für",
655,Institut für Elektroenergiesysteme und Hochspannungstechnik,Institut,"['49.01193', '8.41234']",https://www.ieh.kit.edu/,,,Engesserstraße 11a,76131.0,Innenstadt-Ost,,,,"Elektroenergiesysteme und Hochspannungstechnik , Institut für",
656,Institut für Industriebetriebslehre und Industrielle Produktion (IIP),Institut,"['49.02144', '8.36683']",https://www.iip.kit.edu,,Westhochschule,Hertzstraße 16,76187.0,Nordweststadt,,,,"Industriebetriebslehre und Industrielle Produktion (IIP), Institut für",
657,Institut für Produktentwicklung (IPEK),Institut,"['49.00937', '8.41428']",https://www.ipek.kit.edu,,Kollegiengebäude Maschinenbau II,Kaiserstraße 10,76131.0,Innenstadt-Ost,,yes,,"Produktentwicklung (IPEK), Institut für",
658,Institut für Technische Chemie und Polymerchemie,Institut,"['49.01079', '8.41405']",https://www.itcp.kit.ed,,Institut für Technische Chemie und Polymerchemie,Engesserstraße 20,76131.0,Innenstadt-Ost,,,,"Technische Chemie und Polymerchemie, Institut für",
659,Institut für Anorganische Chemie,Institut,"['49.01140', '8.41380']",https://www.aoc.kit.edu,,Chemie-Turm III,Engesserstraße 15,76131.0,Innenstadt-Ost,,,,"Anorganische Chemie, Institut für",
661,Institut für Theoretische Festkörperphysik,Institut,"['49.01293', '8.41110']",https://www.tfp.kit.edu/,,Physik-Hochhaus,Wolfgang-Gaede-Straße 1,76131.0,Innenstadt-Ost,,limited,,"Theoretische Festkörperphysik, Institut für",
663,"Entwerfen und Bautechnik, Institut",Institut,"['49.01111', '8.41109']",https://www.arch.kit.edu/institute/ieb.php,,Architektur,Englerstraße 7,76131.0,Innenstadt-Ost,,yes,Rollstuhlrampe auf der Rückseite des Gebäudes. Aufzug befindet sich links. Behindertengerechten Toiletteim UG nähe Rampe,"Entwerfen und Bautechnik, Institut",
664,"Institut für Entrepreneurship, Technologie-Management und Innovation (EnTechnon)",Institut,"['49.00906', '8.41030']",https://www.entechnon.kit.edu,Kommerziell,Zähringerhaus,Fritz-Erler-Straße 1-3,76133.0,Innenstadt-Ost,,,,"Entrepreneurship, Technologie-Management und Innovation (EnTechnon), Institut für",
666,Institut für Technische Informatik (ITEC),Institut,"['49.01389', '8.41951']",https://www.informatik.kit.edu/260.php,,Informatikbau,Am Fasanengarten 5,76131.0,Oststadt,"Mo-Fr 07:00-22:30; Sa 07:00-15:00; Su,PH off",yes,,"Technische Informatik (ITEC), Institut für",
667,Elektrotechnisches Institut (ETI),Institut,"['49.01078', '8.41282']",https://www.eti.kit.edu,,Elektrotechnisches Institut,Engelbert-Arnold-Straße 5,76131.0,Innenstadt-Ost,,no,,Elektrotechnisches Institut (ETI),
668,Institut für Photonenforschung und Synchrotronstrahlung (IPS),Institut,"['49.09599', '8.42888']",https://www.ips.kit.edu/index.php,,,Weingartener Straße 345,76344.0,Leopoldshafen,,,,"Photonenforschung und Synchrotronstrahlung (IPS), Institut für",
670,Institut für Technische Mechanik,Institut,"['49.00937', '8.41428']",https://www.itm.kit.edu,,Kollegiengebäude Maschinenbau II,Kaiserstraße 10,76131.0,Innenstadt-Ost,,yes,,"Technische Mechanik, Institut für",
671,Institut für Verkehrswesen (IfV),Institut,"['49.00958', '8.41548']",https://www.ifv.kit.edu/,,,Otto-Ammann-Platz 9,76131.0,Innenstadt-Ost,,,,"Verkehrswesen (IfV), Institut für",
672,Institut für Technikfolgenabschätzung und Systemanalyse (ITAS),Institut,"['49.01119', '8.39534']",https://www.itas.kit.edu,Apartments,,Karlstraße 11,76133.0,Innenstadt-West,,,,"Technikfolgenabschätzung und Systemanalyse (ITAS), Institut für",
673,Institut für Fördertechnik und Logistiksysteme,Institut,"['49.01491', '8.42104']",https://www.ifl.kit.edu/,Kunstwerk,,Gotthard-Franz-Straße 8,76131.0,Oststadt,,,,"Fördertechnik und Logistiksysteme, Institut für",
674,Institut für Kolbenmaschinen,Institut,"['49.02186', '8.43111']",https://www.ifkm.kit.edu/,,,Rintheimer Querallee 2,76131.0,Rintheim,,,,"Kolbenmaschinen, Institut für",
675,KITA nanos (Campus Nord),Einrichtung,"['49.09088', '8.43081']",,Kindergarten,Nanos!,Hermann-von-Helmholtz-Platz 1,76344.0,Leopoldshafen,,yes,,KITA nanos (Campus Nord),
676,Pressestelle (STS),Einrichtung,"['49.01023', '8.41180']",https://www.kit.edu/kit/presseinformationen.php,,Kollegiengebäude am Ehrenhof,Englerstraße 11,76131.0,Innenstadt-Ost,,,,Pressestelle (STS),
677,Studienkolleg für ausländische Studierende (STK),Einrichtung,"['49.01031', '8.41878']",https://www.stk.kit.edu,,,Adenauerring 2,76131.0,Oststadt,,,,Studienkolleg für ausländische Studierende (STK),
678,Forschungsförderung (FOR) CS,Einrichtung,"['49.00906', '8.41030']",https://www.for.kit.edu/,Kommerziell,Zähringerhaus,Fritz-Erler-Straße 1-3,76133.0,Innenstadt-Ost,,,,Forschungsförderung (FOR) CS,
683,Forschungsförderung (FOR) CN,Einrichtung,"['49.09304', '8.42786']",https://www.for.kit.edu/,Service,,Bruchsaler Straße,76344.0,Leopoldshafen,,,,Forschungsförderung (FOR) CN,
685,Gastdozentenhaus,Einrichtung,"['49.01306', '8.40840']",https://www.gdh.kit.edu/,,Gastdozentenhaus Heinrich Hertz,Engesserstraße 3,76131.0,Innenstadt-Ost,,,,Gastdozentenhaus,
688,AKK (Studierendenzentrum),Einrichtung,"['49.01112', '8.41487']",,Stadion,Altes Stadion,Engesserstraße 17,76131.0,Innenstadt-Ost,,no,,AKK (Studierendenzentrum),
690,Medizinische Dienste (MED) CN,Einrichtung,"['49.09243', '8.42706']",https://www.med.kit.edu/,Ärzte,Ambulanz,Bruchsaler Straße,76344.0,Leopoldshafen,24/7,,,Medizinische Dienste (MED) CN,
691,Karlsruhe House of Young Scientists (KHYS),Einrichtung,"['49.01307', '8.41603']",https://www.khys.kit.edu,Toiletten,,Straße am Forum 0112,76131.0,Innenstadt-Ost,,no,,Karlsruhe House of Young Scientists (KHYS),
692,Finanzmanagement (FIMA),Einrichtung,"['49.00941', '8.41206']",https://www.fima.kit.edu,,Verwaltungsgebäude,Kaiserstraße 12,76131.0,Innenstadt-Ost,,,,Finanzmanagement (FIMA),
693,KIT-Archiv,Einrichtung,"['49.00942', '8.41278']",https://www.archiv.kit.edu,,Verwaltungsgebäude,Kaiserstraße 12,76131.0,Innenstadt-Ost,,,,KIT-Archiv,
694,Kantine (Campus Nord),Einrichtung,"['49.09319', '8.42913']",https://www.aserv.kit.edu/casino.php,Kantine,,Hermann-von-Helmholtz-Platz 1,76344.0,Leopoldshafen,Mo-Fr 07:00-18:00,yes,,Kantine (Campus Nord),
695,Personalentwicklung und Berufliche Ausbildung (PEBA),Einrichtung,"['49.01304', '8.42419']",https://www.peba.kit.edu,,TECO,Vincenz-Prießnitz-Straße 1,76131.0,Oststadt,,yes,Aufzug vorhanden,Personalentwicklung und Berufliche Ausbildung (PEBA),
696,Werkfeuerwehr,Einrichtung,"['49.09592', '8.42674']",https://www.aserv.kit.edu/56.php,Feuerwehr,,Linkenheimer Straße,76344.0,Leopoldshafen,,,,Werkfeuerwehr,
697,"KIT-Shuttle (Haltestelle Campus Nord, Südtor)",Einrichtung,"['49.09132', '8.42808']",,,,Hermann-von-Helmholtz-Platz,76344.0,Leopoldshafen,,,,"KIT-Shuttle (Haltestelle Campus Nord, Südtor)",
698,Rechtsangelegenheiten (RECHT),Einrichtung,"['49.09304', '8.42786']",https://www.recht.kit.edu,Service,,Bruchsaler Straße,76344.0,Leopoldshafen,,,,Rechtsangelegenheiten (RECHT),
699,Medizinische Dienste (MED) CS,Einrichtung,"['49.01191', '8.40927']",https://www.med.kit.edu/,,Winkelwohnblock NZ1,Neuer Zirkel 1,76131.0,Innenstadt-Ost,,,,Medizinische Dienste (MED) CS,
700,KIT-Shuttle (Haltestelle Campus Ost),Einrichtung,"['49.02099', '8.43105']",,Wohnen,,Alt-Rintheim,76131.0,Rintheim,,,,KIT-Shuttle (Haltestelle Campus Ost),
701,Bibliothek (Campus Nord),Einrichtung,"['49.09464', '8.42830']",https://www.bibliothek.kit.edu,Bibliothek,KIT-Bibliothek Nord,Karlsruher Allee,76344.0,Leopoldshafen,"Mo-Fr 09:00-12:00, 13:00-15:00; ",,,Bibliothek (Campus Nord),
703,Fortbildungszentrum für Technik und Umwelt (FTU),Einrichtung,"['49.09137', '8.42730']",https://www.fortbildung.kit.edu/,Bildungszentrum,Fortbildungszentrum für Technik und Umwelt,Hermann-von-Helmholtz-Platz 101,76344.0,Leopoldshafen,,,,Fortbildungszentrum für Technik und Umwelt (FTU),
704,Studierendenservice,Einrichtung,"['49.00976', '8.41180']",https://www.sle.kit.edu,,Serviceplätze 10-18,"Serviceplätze 10-18, Ehrenhof",76131.0,Innenstadt-Ost,,,,Studierendenservice,
705,Personalservice (PSE) CN,Einrichtung,"['49.09304', '8.42786']",https://www.pse.kit.edu,Service,,Bruchsaler Straße,76344.0,Leopoldshafen,,,,Personalservice (PSE) CN,
707,"Einkauf, Verkauf und Materialwirtschaft (EVM)",Einrichtung,"['49.09347', '8.42796']",https://www.evm.kit.edu,Parkplatz,,Eggensteiner Straße,76344.0,Leopoldshafen,,,,"Einkauf, Verkauf und Materialwirtschaft (EVM)",
711,Personalservice (PSE) CS,Einrichtung,"['49.00943', '8.41154']",https://www.pse.kit.edu,,Verwaltungsgebäude,Kaiserstraße 12,76131.0,Innenstadt-Ost,,,,Personalservice (PSE) CS,
712,Bibliothek (Campus Süd),Einrichtung,"['49.01101', '8.41642']",https://www.bibliothek.kit.edu/cms/,Toiletten,,Engesserstraße,76131.0,Innenstadt-Ost,Mo-So 0:00-24:00,no,,Bibliothek (Campus Süd),
715,House of Competence (HOC),Einrichtung,"['49.00636', '8.41065']",https://www.hoc.kit.edu/,Verein,VDE Bezirksverein Mittelbaden e.V.,Fritz-Erler-Straße 25,76133.0,Innenstadt-Ost,,,,House of Competence (HOC),
716,Studierendenwerk,Einrichtung,"['49.01188', '8.41756']",,,,Adenauerring 7,76131.0,Innenstadt-Ost,,,,Studierendenwerk,
717,"Scientific Computing Center (SCC), CS",Einrichtung,"['49.01253', '8.40793']",https://www.scc.kit.edu,,Kollegiengebäude am Zirkel,Zirkel 2,76131.0,Innenstadt-Ost,,,,"Scientific Computing Center (SCC), CS",
718,Internationales (INTL),Einrichtung,"['49.01031', '8.41889']",https://www.intl.kit.edu/intl/,,,Adenauerring 2,76131.0,Oststadt,,,,Internationales (INTL),
720,International Students Office (INTL),Einrichtung,"['49.01031', '8.41889']",https://www.intl.kit.edu/istudent/,,,Adenauerring 2,76131.0,Oststadt,,,,International Students Office (INTL),
721,International Scholars & Welcome Office (Campus Nord),Einrichtung,"['49.09309', '8.42787']",https://www.intl.kit.edu/iforscher/,Service,,Bruchsaler Straße,76344.0,Leopoldshafen,,,,International Scholars & Welcome Office (Campus Nord),
723,Facility Management (FM),Einrichtung,"['49.00943', '8.41195']",https://www.fm.kit.edu/,,Verwaltungsgebäude,Kaiserstraße 12,76131.0,Innenstadt-Ost,,,,Facility Management (FM),
724,International Scholars & Welcome Office (Campus Süd),Einrichtung,"['49.00994', '8.41921']",https://www.intl.kit.edu/iforscher/,,,Adenauerring 8,76131.0,Oststadt,,,,International Scholars & Welcome Office (Campus Süd),
725,Mensa,Einrichtung,"['49.01196', '8.41684']",https://www.sw-ka.de/de/hochschulgastronomie/,Restaurant,Mensa am Adenauerring,Adenauerring 7,76131.0,Innenstadt-Ost,"Mo-Fr 11:00-14:00, 14:00-14:30 open ""Spätausgabe an Linie 1""; Sa,Su,PH off",yes,,Mensa,Hier gibt es leckere Currywurst.
727,Sicherheit und Umwelt (SUM),Einrichtung,"['49.09417', '8.43605']",https://www.sum.kit.edu/,Service,,Karlsruher Allee,76344.0,Leopoldshafen,,,,Sicherheit und Umwelt (SUM),
728,Studienzentrum für Sehgeschädigte (SZS),Einrichtung,"['49.01194', '8.41019']",https://www.szs.kit.edu,,,Engesserstraße 10,76131.0,Innenstadt-Ost,,,,Studienzentrum für Sehgeschädigte (SZS),
729,Laboratorium für Elektronenmikroskopie (LEM),Einrichtung,"['49.01254', '8.41049']",https://www.lem.kit.edu,,Physik-Flachbau,Engesserstraße 7,76131.0,Innenstadt-Ost,,,,Laboratorium für Elektronenmikroskopie (LEM),
730,KIT-Shuttle (Haltestelle Campus Süd),Einrichtung,"['49.01017', '8.41823']",,,,Adenauerring,76131.0,Oststadt,,,,KIT-Shuttle (Haltestelle Campus Süd),
734,Lernzentrum am Fasanenschlösschen (Geb. 30.28),Einrichtung,"['49.01267', '8.41226']",,,,Wolfgang-Gaede-Straße 6,76131.0,Innenstadt-Ost,,,,Lernzentrum am Fasanenschlösschen (Geb. 30.28),
736,Meteorologie und Klimaforschung - Atmosphärische Aerosolforschung (IMK-AAF),Institut,"['49.09546', '8.42938']",,,,Karlsruher Allee 321,76344.0,Leopoldshafen,,,,Meteorologie und Klimaforschung - Atmosphärische Aerosolforschung (IMK-AAF),
739,Meteorologie und Klimaforschung - Atmosphärische Spurenstoffe und Fernerkundung (IMK-ASF),Institut,"['49.09394', '8.43644']",https://www.imk-asf.kit.edu/,Turm,,Karlsruher Allee,76344.0,Leopoldshafen,,,,Meteorologie und Klimaforschung - Atmosphärische Spurenstoffe und Fernerkundung (IMK-ASF),
741,Meteorologie und Klimaforschung  - Troposphäre (IMK-TRO),Institut,"['49.01295', '8.41103']",https://www.imk-tro.kit.edu/,,Physik-Hochhaus,Wolfgang-Gaede-Straße 1,76131.0,Innenstadt-Ost,,limited,,Meteorologie und Klimaforschung  - Troposphäre (IMK-TRO),
743,Schwerbehindertenvertretung (SBV) Campus Süd,Einrichtung,"['49.01025', '8.41179']",https://www.sbv.kit.edu/,,Kollegiengebäude am Ehrenhof,Englerstraße 11,76131.0,Innenstadt-Ost,,,,Schwerbehindertenvertretung (SBV) Campus Süd,
745,Zentrum für Mediales Lernen (ZML),Einrichtung,"['49.00751', '8.40425']",https://www.zml.kit.edu/,,InformatiKOM 1,Adenauerring 12,76131.0,Oststadt,Mo-Fr 09:00-19:00; Mo-Su 07:00-22:00 with KIT-Card,,,Zentrum für Mediales Lernen (ZML),
745,Zentrum für Mediales Lernen (ZML),Einrichtung,"['49.01136', '8.41887']",https://www.zml.kit.edu/,,InformatiKOM 1,Adenauerring 12,76131.0,Oststadt,Mo-Fr 09:00-19:00; Mo-Su 07:00-22:00 with KIT-Card,,,Zentrum für Mediales Lernen (ZML),
747,Materialprüfungsanstalt (MPA),Einrichtung,"['49.01392', '8.42155']",https://www.mpa.kit.edu/,,"Bauingenieure, Prüfhalle",Gotthard-Franz-Straße 2,76131.0,Oststadt,,,,Materialprüfungsanstalt (MPA),
748,"Scientific Computing Center (SCC), CN",Einrichtung,"['49.09577', '8.43297']",https://www.scc.kit.edu/,,,Weingartener Straße 449,76344.0,Leopoldshafen,,,,"Scientific Computing Center (SCC), CN",
749,Sprachenzentrum,Einrichtung,"['49.01035', '8.41879']",https://www.spz.kit.edu/,,,Adenauerring 2,76131.0,Oststadt,,,,Sprachenzentrum (Geb. 50.20),
750,MINT-Kolleg,Einrichtung,"['49.01126', '8.40903']",https://www.mint-kolleg.kit.edu/,,,Adenauerring 2,76131.0,Oststadt,,,,MINT-Kolleg,
750,MINT-Kolleg,Einrichtung,"['49.01035', '8.41879']",https://www.mint-kolleg.kit.edu/,,,Adenauerring 2,76131.0,Oststadt,,,,MINT-Kolleg,
755,AStA,Einrichtung,"['49.01215', '8.41597']",https://www.asta-kit.de/,,,Straße am Forum,76131.0,Innenstadt-Ost,,,,AStA,
756,Fachschaft Architektur,Institut,"['49.01096', '8.41084']",https://www.fsarchkit.de/wordpress/,,Architektur,Englerstraße 7,76131.0,Innenstadt-Ost,,yes,Rollstuhlrampe auf der Rückseite des Gebäudes. Aufzug befindet sich links. Behindertengerechten Toiletteim UG nähe Rampe,Fachschaft Architektur,
757,Fachschaft Bauingenieurwesen,Institut,"['49.01025', '8.41548']",https://www.fs-bau.kit.edu/,,Altes Bauingenieurgebäude,Otto-Ammann-Platz 1,76131.0,Innenstadt-Ost,,,,Fachschaft Bauingenieurwesen,
758,Fachschaft Chemie und Biowissenschaften,Institut,"['49.01266', '8.41389']",https://www.fschembio-kit.de/,,,Fritz-Haber-Weg 2-6,76131.0,Innenstadt-Ost,,,,Fachschaft Chemie und Biowissenschaften,
759,Fachschaft Elektro- und Informationstechnik,Institut,"['49.01070', '8.41277']",https://fachschaft.etec.uni-karlsruhe.de/,,Elektrotechnisches Institut,Engelbert-Arnold-Straße 5,76131.0,Innenstadt-Ost,,no,,Fachschaft Elektro- und Informationstechnik,
760,Fachschaft Geistes- und Sozialwissenschaften,Institut,"['49.01351', '8.41345']",https://www.geistsoz.de/,Verein,Fachschaft GeistSoz,Fritz-Haber-Weg 7,76131.0,Innenstadt-Ost,Mo-Th 13:00-14:00,no,,Fachschaft Geistes- und Sozialwissenschaften,
